Origine   Perte Lumin xa xb xy xgn
       2     20.28     20.2     8.22    12.35     3.04     2.46
       2     20.79    20.11      8.3    12.43     3.01      2.5
       2     22.66    18.13     7.16     9.94     2.23     2.13
       3     12.64     31.5    12.53    25.23     6.87     5.15
       3     13.37    28.38    12.06    22.16      5.6     4.29
       3     13.96    26.72    11.73    20.64     5.06     3.87
       3     14.84    24.13    10.84    17.49     4.14      3.2
       3     15.28    23.45    10.63    16.62     3.93      3.1
       3     15.52    22.06    10.15    15.13     3.53     2.84
       3     15.87    21.25     9.73    14.24     3.31     2.63
       3     16.53    20.62     9.29    13.09     3.15     2.57
       3     16.66    20.35     9.22    12.97     3.08     2.46
       3     17.79    19.58     8.67    11.83     2.89      2.4
       3     18.16    18.42     7.84    10.35     2.61     2.19
       3     18.54    17.75     7.59     9.63     2.46     2.08
       3     18.65    17.93     7.54      9.7     2.51     2.11
       3     12.22    38.07    13.13    30.57    10.13     7.75
       3     13.89    30.65    12.52    24.64     6.51     4.94
       3     14.13    30.23    14.52     6.33     4.83      4.5
       3     14.87    25.97    11.58    19.78     4.74     3.71
       3     15.54    25.37    11.38    19.34     4.54     3.46
       3     15.96    22.51    10.43    15.99     3.66     2.87
       3     16.16    21.96     10.1    15.24      3.5     2.78
       3     17.17     20.3     9.36    13.26     3.07     2.47
       3     17.53    19.73     8.88    12.41     2.92     2.35
       3      17.7    19.31     8.75    11.84     2.82     2.33
       3     17.71    19.77     8.86    12.18     2.93      2.4
       3     17.81       20     9.12     12.8     2.99     2.42
       3     19.13    17.81     7.66     9.81     2.48     2.07
       3     20.52    16.45      6.5      7.8     2.19     1.89
       3     20.65    16.65     6.74     8.15     2.23     1.91
       3     13.37    33.15    12.77    26.78      7.6      5.8
       3     14.21    29.75    12.53    23.72     6.14     4.75
       3     14.85    28.78    12.28    22.78     5.75     4.44
       3     15.37    27.15    11.81    20.87     5.15     3.98
       3     15.46    26.47    11.58    20.22     4.91     3.82
       3      16.8    22.88    10.48     16.3     3.77     2.98
       3     17.06    21.91     9.98    14.87      3.5     2.78
       3      17.7    20.84     9.56    13.78      3.2     2.57
       3     17.89    20.82     9.53    13.66      3.2     2.57
       3     18.99    18.83     8.45    11.52     2.71     2.21
       3     19.02    18.91     8.42    11.28     2.73     2.21
       3     19.24    18.33     8.15    10.73     2.59     2.14
       3     19.24    18.59     8.16     10.8     2.65     2.19
       3     20.22    17.55     7.42     9.46     2.42     2.01
       4     11.87     32.7    12.16    25.58     5.53     7.4
       4     12.6     32.54    12.47    25.96     5.55     7.33
       4     14.05    28.74    12.08    22.53     4.39     5.74
       4     14.21    27.57    11.62    21.13     3.96     5.29
       4     14.83    25.61     11.3    19.29     3.57     4.62
       4     15.12    25.47    11.29    19.16     3.54     4.57
       4     16.17       23    10.16    15.96     2.81      3.8
       4     16.25       23    10.16    15.96     2.81      3.8
       4     17.04    20.59     9.27    13.32     2.43     3.14
       4     17.46    20.38     9.11    12.97     2.31     3.09
       4     17.62     19.6     8.68    12.04     2.21     2.89
       4     18.13    19.42     8.52     11.8     2.21     2.85
       4     19.63     17.8     7.57     9.82     2.06     2.47
       5      14.2    29.21    11.57    22.23     5.92     4.57
       5     14.22    29.08    11.46    22.16     5.87     4.47
       5     15.38    24.94    10.53     17.9      4.4     3.42
       5     15.38    24.94    10.53     17.9      4.4     3.42
       5     15.46    24.93    10.43    17.63     4.39     3.36
       5     15.49    24.23     10.3    17.06     4.17     3.28
       5     15.76    23.12     9.98    16.12     3.83     3.03
       5     16.09    22.97    10.01    16.16     3.79        3
       5     16.69     22.4      9.8    15.31     3.63      2.9
       5     16.76    22.61     9.93    15.65     3.69     2.96
       5     17.12    22.94     9.63    15.46     3.78     2.92
       5     18.09    20.04     8.38    12.03        3     2.42
       5     19.45    18.74     7.56    10.52     2.69     2.19
       5     19.47    18.46     7.72    10.58     2.62     2.16
       5     19.51    18.37     7.67    10.48      2.6     2.15
       6     12.59    34.45    11.88    26.82     8.23     6.32
       6     13.67    31.85    11.92    24.98     7.03      5.4
       6     13.81     30.1    11.69    23.31     6.27     4.83
       6     15.36    29.61    11.56     23.1     6.08     4.66
       6     16.01    24.51    10.29    17.58     4.25     3.31
       6     16.02    24.93    10.55    18.37     4.39      3.4
       6     16.09     24.1    10.34    17.21     4.13     3.21
       6      16.5    24.08    10.18    17.27     4.12     3.18
       6     17.56    21.91     9.45    14.96     3.49     2.64
       6     17.72    21.65     9.19    14.36     3.42     2.65
       6     18.37     20.8     8.85     13.4     3.19     2.43
       6      18.6    20.34     8.59    12.84     3.07     3.35
       6      19.9    19.46     7.84    11.42     2.86     2.32
       6     20.47    18.94     7.82    11.05     2.73     2.21
       7     13.61    32.94    11.61    25.45     7.51     5.73
       7     13.93    32.13    11.52    24.86     7.14     5.55
       7     15.56    28.17    11.01    21.09     5.52     4.32
       7     15.61    27.35    10.86    20.48     5.22     4.12
       7      15.9    26.49    10.32    19.28     4.88     3.73
       7     16.16    24.88    10.18    17.95     4.36     3.35
       7     16.59    24.33     9.94    17.05      4.2     3.26
       7     17.42     23.5     9.74    16.38     3.95     3.14
       7     18.84    20.22     8.49    12.64     3.04      2.5
       7     19.27    20.22     8.18    12.41     3.04     2.42
       7     19.42    20.27     8.32    12.59     3.06      2.5
       7     20.22    19.37     7.85    11.47     2.84      2.3
       7     20.37    18.77     7.42    10.63     2.69      2.2
